recno	P	Cluster	RAJ2000	DEJ2000	Class	Diam	Dist	E(B-V)	Age	r_pmRA	pmRA	pmDE	Nc	K14	RV	o_RV	r_RV	[Fe/H]	o_[Fe/H]	TrType	WEBDA	Lynga
920		Mamajek 1	08 42 06	-79 01 38		40.0	97	0.0	6.9	MAM	-30.0	27.8	18	K14	16.1		MAM			2-3-p	WEBDA	Lynga
921	P	IC 2395	08 42 30	-48 06 48		18.6	800	0.09	6.8	D14	-6.69	5.87	552	K14	8.99	4	D14	0.0			WEBDA	Lynga
922	P	NGC 2659	08 42 37	-44 59 00		5.0	1713	0.514	6.89	D14	-2.09	1.99	131	K14							WEBDA	Lynga
923	P	NGC 2660	08 42 38	-47 12 00		3.5	2826	0.313	9.033	D14	-1.57	5.0	101	K14	21.8	22	C14	0.04	5		WEBDA	Lynga
924		ESO 432 03	08 42 53	-27 52 24		8.0	1831	0.271	9.2	D14	-3.88	4.43	108	K14						4-3-p-*	WEBDA	Lynga
925	P	NGC 2658	08 43 27	-32 39 30		6.0	2021	0.043	9.152	D14	-1.51	1.66	198	K14				0.02			WEBDA	Lynga
926		ESO 313 11	08 43 43	-37 42 48		4.0	3708	0.19	9.45	D14	-5.0	-1.6	79	K14							WEBDA	Lynga
927		ESO 313 12	08 43 53	-40 13 54		10.0	1401	1.145	8.5	D14	-3.78	2.44	77	K14						3-3-p-*	WEBDA	Lynga
928		Ruprecht 68	08 44 35	-35 54 00		10.0	1990	0.39	9.15	D14	-5.78	2.6	333	K14						3-1-r-*	WEBDA	Lynga
929		Ruprecht 69	08 44 36	-47 36 00	nf	2.0	2010	0.573	9.0	K14	-5.87	10.8	65	K14						4-1-p-n	WEBDA	Lynga
930		SAI 94	08 44 40	-46 17 46		5.0	3910	0.48	9.1	D14	-0.75	2.8	88	K14	30.9	1	K14				WEBDA	Lynga
931	P	Bochum 7	08 44 48	-45 58 00		20.0	5754	0.86	7.0	D14	-0.05	3.34	953	K14	49.0	6	K14				WEBDA	Lynga
932	P	Collinder 197	08 44 51	-41 14 00		25.0	838	0.548	7.128	D14	-4.26	3.41	248	K14	30.82	3	D14				WEBDA	Lynga
933		Collinder 196	08 45 00	-31 38 00		3.0	661	0.17	7.9	D14	-16.6	8.92	3	K14						4-3-p-*	WEBDA	Lynga
934		Collinder 198	08 45 18	-31 46 00	nf	5.0				D14	-1.7	1.07	32	K14							WEBDA	Lynga
935	P	NGC 2670	08 45 30	-48 48 00		7.0	1188	0.43	7.69	D14	-6.15	5.74	109	K14	17.2	7	FM09				WEBDA	Lynga
936	P	NGC 2671	08 46 12	-41 52 42		6.0	1660	1.04	7.9	D14	-1.27	-0.48	93	K14							WEBDA	Lynga
937		ESO 260 06	08 46 15	-47 41 54		2.0	1711	0.31	8.8	K14	-7.97	9.59	17	K14						3-2-p-*	WEBDA	Lynga
938	P	NGC 2669	08 46 22	-52 56 54		20.0	1046	0.18	7.927	D14	-4.23	4.25	695	K14	21.06	1	MMU				WEBDA	Lynga
939		BH 52	08 46 30	-52 54 00		6.0	667	0.05		D14	-3.61	4.34	114	K14						4-3-m-*	WEBDA	Lynga
940		ESO 211 01	08 47 11	-52 04 30		4.0	3413	0.729	8.76	D14	-1.97	5.85	59	K14							WEBDA	Lynga
941	P	Trumpler 10	08 47 54	-42 27 00		29.0	424	0.034	7.542	TYC	-12.06	6.6	22	K14	32.17	8	FM09	-0.13			WEBDA	Lynga
942		Teutsch 38	08 47 58	-38 03 30		54.0	900	0.02	8.14	D14	-1.62	0.48	2908	K14							WEBDA	Lynga
943		ESO 260 07	08 48 00	-47 01 48		5.0	4374	0.08	9.4	D14	-3.11	3.75	137	K14						3-2-m-*	WEBDA	Lynga
944		Ruprecht 70	08 49 06	-46 50 00	nf	5.0				D14	-1.08	3.8	114	K14						4-2-p-*	WEBDA	Lynga
945		Ruprecht 71	08 49 23	-46 51 00		6.0	1300	0.05	8.78	D14	0.19	3.56	139	K14						3-2-p-*	WEBDA	Lynga
946		BH 54	08 49 41	-44 22 00		4.0	1102	0.6	6.85	D14	-3.12	5.24	28	K14						2-1-p-*	WEBDA	Lynga
947		NGC 2666	08 49 47	+44 42 12		11.0	860	0.03	9.51	D14	0.49	-6.91	34	K14	2.6	1	D14				WEBDA	Lynga
948		NGC 2678	08 50 02	+11 20 18		13.0	900	0.03	9.36	D14	-4.14	-3.39	53	K14	33.67	3	D14				WEBDA	Lynga
949		Chupina 1	08 50 07	+11 56 42		5.0	1783	0.79	7.1	D14	-8.28	-2.78	17	K14	34.88	2	D14				WEBDA	Lynga
950		Alessi 43	08 50 17	-41 43 12		48.0	850	0.2	7.48	K05	-6.39	3.85	14	K14	17.13	3	K07				WEBDA	Lynga
951		Chupina 2	08 50 30	+12 17 42		2.1								K14							WEBDA	Lynga
952	P	NGC 2682	08 51 18	+11 48 00		25.0	808	0.03	9.45	D14	-9.4	-4.87	399	K14	33.62	148	GLM	0.03	10		WEBDA	Lynga
953		Chupina 3	08 51 27	+11 23 42		2.9								K14							WEBDA	Lynga
954		ESO 211 03	08 51 34	-50 14 43		5.0	3770	0.9	9.05	D14	-2.91	4.4	52	K14							WEBDA	Lynga
955		FSR 1430	08 51 49	-44 15 47	IR	4.0	2840	2.5	8.85	D14	0.26	2.8	22	K14							WEBDA	Lynga
956		Chupina 4	08 52 00	+12 22 42		5.0				D14	4.58	-14.11	2	K14							WEBDA	Lynga
957		ESO 371 25	08 53 00	-35 28 36		3.0	2198	0.27	9.55	D14	-5.84	2.95	35	K14						2-2-m-*	WEBDA	Lynga
958		Chupina 5	08 53 01	+11 51 42		4.5								K14							WEBDA	Lynga
959		BH 55	08 56 11	-39 31 00		2.0	4108	0.42	9.05	K14	-4.9	6.97	20	K14						3-1-m-*	WEBDA	Lynga
960		BH 56	08 57 08	-43 15 00		20.0	680	0.2	7.24	D14	-3.51	4.91	150	K14	-18.0	1	D14			4-3-m-n	WEBDA	Lynga
961		Muzzio 1	08 57 12	-47 46 00		10.0	1300	1.03	6.7	D14	-4.22	4.56	95	K14						2-2-m-*	WEBDA	Lynga
962	P	Collinder 205	09 00 32	-48 59 00		5.0	1853	0.75	7.2	D14	-4.59	4.32	44	K14	28.18	6	FM09				WEBDA	Lynga
963		Ruprecht 73	09 01 10	-50 55 00	nf	3.0	1621	0.625	8.88	D14	-4.04	4.79	34	K14						4-1-p-*	WEBDA	Lynga
964		Pismis 10	09 02 36	-43 38 00	nf	2.0	4767	1.27	6.0	K14	-11.89	8.01	46	K14							WEBDA	Lynga
965		ESO 260 17	09 04 49	-46 02 30		7.0	1366	0.9	7.85	D14	0.15	4.14	83	K14							WEBDA	Lynga
966		ESO 165 09	09 05 15	-55 57 18		15.0	450	0.05	8.96	K05	-10.15	10.47	4	K14						4-3-p-*	WEBDA	Lynga
967		Platais 8	09 09 30	-59 07 42		948.0	132		7.78	PLA	-15.67	15.83	8	K14	17.32	5	K07	-0.296	10		WEBDA	Lynga
968		BH 58	09 10 12	-56 16 00	nf	2.0	4131	1.926	8.775	K14	-8.69	4.77	26	K14						3-1-p-*	WEBDA	Lynga
969		ESO 166 04	09 10 30	-53 53 12	d	4.0	885	0.15	8.45	D14	-4.33	3.06	69	K14							WEBDA	Lynga
970		ESO 261 03	09 11 23	-47 02 24	d	10.0	1063	0.521	8.615	D14	-2.88	3.17	90	K14							WEBDA	Lynga
971		Platais 9	09 13 47	-43 44 24		396.0	174		8.0	PLA	-24.13	13.32	5	K14	17.83	3	K07				WEBDA	Lynga
972	P	Pismis 11	09 15 53	-50 01 00		2.0	3600	1.2	7.0	K14	0.55	14.77	38	K14							WEBDA	Lynga
973	P	NGC 2818	09 16 01	-36 37 30		9.0	1855	0.121	8.626	D14	-4.0	5.27	242	K14	20.69	12	MMU	-0.17			WEBDA	Lynga
974		ESO 211 09	09 16 44	-50 17 06		2.0	5823	1.12	9.05	K14	-3.71	9.04	21	K14						2-2-p-*	WEBDA	Lynga
975		ASCC 51	09 18 00	-69 41 24		79.2	500	0.05	8.53	K05	-8.28	7.0	28	K14							WEBDA	Lynga
976		NGC 2849	09 19 23	-40 31 24		3.5	6170	0.32	9.0	D14	-5.61	6.93	70	K14						2-1-m-*	WEBDA	Lynga
977		ESO 314 14	09 19 41	-38 07 00		10.0	1870	0.75	8.65	D14	-6.02	5.58	174	K14							WEBDA	Lynga
978	P	Pismis 12	09 20 00	-45 07 00		5.0	1714	0.27	9.4	D14	-4.4	1.65	98	K14						3-2-p-*	WEBDA	Lynga
979		Ruprecht 159	09 20 18	-60 24 00	nf	2.0	6347	0.271	9.2	K14	-3.56	9.43	93	K14						2-3-p-*	WEBDA	Lynga
980		Teutsch 48	09 20 31	-52 50 24		5.0	7900	1.06	8.7	D14	-0.74	6.32	111	K14							WEBDA	Lynga
981		BH 63	09 20 39	-49 13 23		2.5	2300	1.9	8.84	K14	-5.56	4.19	15	K14						2-1-p-*	WEBDA	Lynga
982		Ruprecht 74	09 21 03	-37 07 00	d	2.0	3074	0.812	8.9	K14	-5.43	3.25	22	K14						3-1-p-*	WEBDA	Lynga
983		Ruprecht 75	09 21 55	-56 19 00		2.0	4300	0.24	9.15	K14	-9.65	5.46	34	K14						2-2-p-*	WEBDA	Lynga
